gene_id	gene_symbol	cluster
FBgn0011982	tRNA:Ser-AGA-2-1	2
FBgn0012034	AcCoAS	2
FBgn0012036	Aldh	2
FBgn0012037	Ance	2
FBgn0012051	CalpA	2
FBgn0012058	Cdc27	2
FBgn0013263	Trl	2
FBgn0013269	Fkbp39	2
FBgn0013272	Gp150	2
FBgn0013275	Hsp70Aa	3
FBgn0013276	Hsp70Ab	3
FBgn0013277	Hsp70Ba	3
FBgn0013278	Hsp70Bb	3
FBgn0013279	Hsp70Bc	3
FBgn0013303	Nca	2
FBgn0013305	Nmda1	2
FBgn0013325	RpL11	2
FBgn0013334	Sap47	2
FBgn0013343	Syx1A	2
FBgn0013347	TfIIA-S	2
FBgn0013432	bcn92	2
FBgn0013435	Cdc2rk	2
FBgn0013469	klu	2
FBgn0013531	MED20	2
FBgn0013548	l(2)dtl	2
FBgn0013563	Pex1	2
FBgn0013576	mtd	2
FBgn0013717	not	2
FBgn0013718	nuf	2
FBgn0013720	pck	2
FBgn0013725	phyl	2
FBgn0013726	pnut	2
FBgn0013732	sced	2
FBgn0013733	shot	2
FBgn0013746	alien	2
FBgn0013750	Arf6	2
FBgn0013751	Awh	2
FBgn0013753	Bgb	2
FBgn0013756	Mgtor	2
FBgn0013759	CASK	2
FBgn0013762	Cdk5	2
FBgn0013763	Idgf6	2
FBgn0013764	Chi	2
FBgn0013765	cnn	2
FBgn0013770	CtsL1	2
FBgn0013771	Cyp6a9	1
FBgn0013799	Deaf1	2
FBgn0013811	Dhc62B	2
FBgn0013954	Fkbp12	2
FBgn0013981	His4r	2
FBgn0013983	imd	2
FBgn0013987	MAPk-Ak2	2
FBgn0013997	Nrx-IV	2
FBgn0014006	Ask1	2
FBgn0014007	Ptp69D	2
FBgn0014009	Rab2	2
FBgn0014010	Rab5	2
FBgn0014011	Rac2	2
FBgn0014018	Rel	2
FBgn0014019	Rh5	2
FBgn0014020	Rho1	2
FBgn0014022	Rlb1	2
FBgn0014023	mRpL47	2
FBgn0014024	Rnp4F	2
FBgn0014026	RpL7A	2
FBgn0014028	SdhB	2
FBgn0014029	Septin2	2
FBgn0014032	Sptr	2
FBgn0014033	Sr-CI	1
FBgn0014037	Su(Tpl)	2
FBgn0014073	Tie	2
FBgn0014075	Uggt	2
FBgn0014076	Vm32E	2
FBgn0014092	CG4278	2
FBgn0014127	barr	2
FBgn0014133	bif	2
FBgn0014141	cher	2
FBgn0014163	fax	2
FBgn0014184	Oda	2
FBgn0014189	Hel25E	2
FBgn0014269	prod	2
FBgn0014340	mof	2
FBgn0014342	mia	2
FBgn0014343	mirr	2
FBgn0014366	noi	2
FBgn0014368	nol	2
FBgn0014380	RhoL	2
FBgn0014388	sty	2
FBgn0014391	sun	2
FBgn0014411	Vps26	2
FBgn0014417	Naglu	2
FBgn0014427	Psat	2
FBgn0014455	Ahcy	2
FBgn0014469	Cyp4e2	2
FBgn0014857	His3.3A	2
FBgn0014861	Mcm2	2
FBgn0014863	Mlp84B	2
FBgn0014868	Ost48	2
FBgn0014869	Pgam1	2
FBgn0014870	Psi	2
FBgn0014877	Roe1	2
FBgn0014879	Set	2
FBgn0014906	Hydr2	2
FBgn0014930	Rfk	2
FBgn0014931	kipf	2
FBgn0015000	betaggt-I	2
FBgn0015011	AhcyL2	2
FBgn0015019	CCT3	2
FBgn0015024	CkIalpha	2
FBgn0015025	CkIIalpha-i1	2
FBgn0015031	cype	2
FBgn0015034	Cyp4e1	3
FBgn0015037	Cyp4p1	1
FBgn0015040	Cyp9c1	2
FBgn0015075	Ddx1	2
FBgn0015218	eIF4E1	2
FBgn0015221	Fer2LCH	2
FBgn0015222	Fer1HCH	2
FBgn0015229	glec	2
FBgn0015239	Hr78	2
FBgn0015240	Hr96	2
FBgn0015245	Hsp60A	2
FBgn0015247	Diap2	2
FBgn0015268	Nap1	2
FBgn0015269	Nf1	2
FBgn0015270	Orc2	2
FBgn0015271	Orc5	2
FBgn0015277	Pi3K59F	2
FBgn0015278	Pi3K68D	2
FBgn0015279	Pi3K92E	2
FBgn0015282	Rpt2	2
FBgn0015283	Rpn10	2
FBgn0015286	Rala	2
FBgn0015288	RpL22	2
FBgn0015295	Shark	2
FBgn0015296	Shc	2
FBgn0015298	Srp19	2
FBgn0015299	Ssb-c31a	2
FBgn0015316	Try29F	2
FBgn0015320	Ubc2	2
FBgn0015321	Ubc4	2
FBgn0015331	abs	2
FBgn0015338	CG5861	2
FBgn0015351	Mettl4	2
FBgn0015359	Elp5	2
FBgn0015360	Oxt	2
FBgn0015371	chn	2
FBgn0015372	RabX1	2
FBgn0015376	cutlet	2
FBgn0015379	dod	2
FBgn0015380	drl	2
FBgn0015391	glu	2
FBgn0015396	jumu	2
FBgn0015399	kek1	2
FBgn0015402	ksr	2
FBgn0015477	Rme-8	2
FBgn0015509	Cul1	2
FBgn0015513	mbc	2
FBgn0015520	nonA-l	2
FBgn0015521	RpS21	2
FBgn0015522	olf186-M	2
FBgn0015527	peng	2
FBgn0015543	snoRNA:CD16	2
FBgn0015544	spag	2
FBgn0015546	spel1	2
FBgn0015553	tos	2
FBgn0015558	tty	2
FBgn0015561	unpg	2
FBgn0015569	alpha-Est10	2
FBgn0015571	alpha-Est3	2
FBgn0015572	alpha-Est4	2
FBgn0015582	dare	2
FBgn0015589	Apc	2
FBgn0015591	AstA	2
FBgn0015600	toc	2
FBgn0015602	BEAF-32	2
FBgn0015609	CadN	2
FBgn0015614	CanB2	2
FBgn0015615	SMC3	2
FBgn0015618	Cdk8	2
FBgn0015621	Clp	2
FBgn0015622	Cnx99A	2
FBgn0015623	Cpr	2
FBgn0015625	CycB3	2
FBgn0015663	Ugt36A1	2
FBgn0015664	Dref	2
FBgn0015714	Cyp6a17	1
FBgn0015737	Hmu	2
FBgn0015754	Lis-1	2
FBgn0015756	RpL9	2
FBgn0015765	p38a	2
FBgn0015766	Msr-110	2
FBgn0015772	Nak	2
FBgn0015773	NetA	2
FBgn0015774	NetB	2
FBgn0015776	nrv1	2
FBgn0015777	nrv2	2
FBgn0015778	rin	2
FBgn0015781	P5cr	2
FBgn0015789	Rab10	2
FBgn0015790	Rab11	2
FBgn0015791	Rab14	2
FBgn0015793	Rab19	2
FBgn0015794	Rab18	2
FBgn0015795	Rab7	2
FBgn0015797	Rab6	2
FBgn0015799	Rbf	2
FBgn0015801	Reg-5	2
FBgn0015803	RtGEF	2
FBgn0015805	HDAC1	2
FBgn0015808	ScpX	2
FBgn0015818	Spx	2
FBgn0015828	TfIIEalpha	2
FBgn0015829	TfIIEbeta	2
FBgn0015834	eIF3i	2
FBgn0015838	Vang	2
FBgn0015872	Drip	2
FBgn0015903	apt	2
FBgn0015904	ara	2
FBgn0015905	ast	2
FBgn0015919	caup	2
FBgn0015924	crq	2
FBgn0015925	csul	2
FBgn0015926	dah	2
FBgn0015929	dpa	2
FBgn0015949	hrg	2
FBgn0016013	Faa	2
FBgn0016032	lbm	2
FBgn0016034	mael	2
FBgn0016036	mei-P22	2
FBgn0016038	Vsp37A	2
FBgn0016041	Tom40	2
FBgn0016054	phr6-4	2
FBgn0016059	Sema1b	2
FBgn0016070	smg	2
FBgn0016075	vkg	2
FBgn0016076	vri	2
FBgn0016078	wun	2
FBgn0016081	fry	2
FBgn0016119	ATPsynCF6	2
FBgn0016120	ATPsynD	2
FBgn0016122	Acer	2
FBgn0016131	Cdk4	2
FBgn0016641	PTP-ER	2
FBgn0016660	H15	2
FBgn0016672	Ipp	2
FBgn0016684	NaPi-T	2
FBgn0016685	Nlp	2
FBgn0016687	Nurf-38	2
FBgn0016691	ATPsynO	2
FBgn0016693	Past1	2
FBgn0016694	Pdp1	2
FBgn0016696	Pitslre	2
FBgn0016697	Prosalpha5	2
FBgn0016698	Ptpa	2
FBgn0016701	Rab4	2
FBgn0016715	Reg-2	2
FBgn0016726	RpL29	2
FBgn0016754	sba	2
FBgn0016756	Usp47	2
FBgn0016762	angel	2
FBgn0016794	dos	2
FBgn0016797	fz2	2
FBgn0016917	Stat92E	2
FBgn0016926	Pino	2
FBgn0016930	Dyrk2	2
FBgn0016970	l(2)k10201	2
FBgn0016977	spen	2
FBgn0016978	snRNP-U1-70K	2
FBgn0016983	smid	2
FBgn0016984	sktl	2
FBgn0017414	cag	2
FBgn0017418	ari-1	2
FBgn0017429	CG5989	2
FBgn0017430	Nelf-E	2
FBgn0017457	U2af38	2
FBgn0017482	T3dh	2
FBgn0017550	Rga	2
FBgn0017551	Rca1	2
FBgn0017558	Pdk	2
FBgn0017566	ND-75	2
FBgn0017567	ND-23	2
FBgn0017572	Mo25	2
FBgn0017577	Mcm5	2
FBgn0017578	Max	2
FBgn0017579	RpL14	2
FBgn0017581	Lk6	2
FBgn0019624	COX5A	2
FBgn0019637	Atu	2
FBgn0019644	ATPsynB	2
FBgn0019660	lncRNA:roX2	2
FBgn0019661	lncRNA:roX1	2
FBgn0019662	qm	2
FBgn0019686	lok	2
FBgn0019830	colt	2
FBgn0019890	Smg5	2
FBgn0019925	Surf4	2
FBgn0019932	SamDC	2
FBgn0019936	RpS20	2
FBgn0019938	Polr1A	2
FBgn0019949	Cdk9	2
FBgn0019952	Orct	2
FBgn0019957	ND-42	2
FBgn0019960	Mitofilin	2
FBgn0019968	Khc-73	2
FBgn0019972	Drice	2
FBgn0019982	Gs1l	2
FBgn0019990	Gcn2	2
FBgn0020018	Ppox	2
FBgn0020224	Cbl	2
FBgn0020235	ATPsyngamma	2
FBgn0020236	Acly	2
FBgn0020238	14-3-3epsilon	2
FBgn0020249	stck	2
FBgn0020251	sfl	2
FBgn0020255	Ran	2
FBgn0020257	Ppa	2
FBgn0020258	ppk	2
FBgn0020261	pcm	2
FBgn0020270	mre11	2
FBgn0020272	mst	2
FBgn0020278	loco	2
FBgn0020279	lig	2
FBgn0020294	ko	2
FBgn0020299	stumps	2
FBgn0020300	geko	2
FBgn0020304	drongo	2
FBgn0020305	dbe	2
FBgn0020306	dom	2
FBgn0020307	dve	2
FBgn0020309	crol	2
FBgn0020312	Tmtc3	2
FBgn0020369	Rpt6	2
FBgn0020370	TppII	2
FBgn0020378	Sp1	2
FBgn0020379	Rfx	2
FBgn0020381	Dredd	2
FBgn0020385	pug	2
FBgn0020386	Pdk1	2
FBgn0020388	Gcn5	2
FBgn0020389	Papss	2
FBgn0020391	Nrk	2
FBgn0020392	Nmt	2
FBgn0020407	asun	2
FBgn0020412	JIL-1	2
FBgn0020414	Idgf3	2
FBgn0020415	Idgf2	2
FBgn0020440	Fak	2
FBgn0020443	eRF3	2
FBgn0020445	E23	2
FBgn0020493	Dad	2
FBgn0020496	CtBP	2
FBgn0020497	emb	2
FBgn0020503	CLIP-190	2
FBgn0020508	Ag5r2	1
FBgn0020510	Abi	2
FBgn0020513	Paics	2
FBgn0020521	pio	2
FBgn0020545	kraken	2
FBgn0020616	SA1	2
FBgn0020618	Rack1	2
FBgn0020620	RN-tre	2
FBgn0020621	Pkn	2
FBgn0020622	Pi3K21B	2
FBgn0020626	Osbp	2
FBgn0020633	Mcm7	2
FBgn0020637	Lcp65Ag2	2
FBgn0020638	Lcp65Ag1	2
FBgn0020641	Lcp65Ad	3
FBgn0020643	Lcp65Ab2	1
FBgn0020644	Lcp65Ab1	1
FBgn0020647	Pacs	2
FBgn0020653	Trxr1	2
FBgn0020655	ArfGAP1	2
FBgn0020660	eIF4B	2
FBgn0020762	Atet	2
FBgn0020764	Alas	2
FBgn0020767	Spred	2
FBgn0020887	Su(z)12	2
FBgn0020906	Jon25Bi	1
FBgn0020909	Rtc1	2
FBgn0020910	RpL3	2
FBgn0020930	Dgkepsilon	2
FBgn0021738	Crg-1	2
FBgn0021750	SerRS-m	2
FBgn0021760	chb	2
FBgn0021761	Nup154	2
FBgn0021764	sdk	2
FBgn0021765	scu	2
FBgn0021768	nudC	2
FBgn0021776	mira	2
FBgn0021795	Tapdelta	2
FBgn0021796	mTor	2
FBgn0021800	Reph	2
FBgn0021814	Vps28	2
FBgn0021825	DCTN2-p50	2
FBgn0021847	Ttc7	2
FBgn0021856	l(2)k14505	2
FBgn0021872	Xbp1	2
FBgn0021874	Nle	2
FBgn0021875	Zfrp8	2
FBgn0021895	ytr	2
FBgn0021906	RFeSP	2
FBgn0021944	Coprox	2
FBgn0021967	ND-PDSW	2
FBgn0021979	l(2)k09913	2
FBgn0021995	Rs1	2
FBgn0022023	eIF3h	2
FBgn0022027	Vps25	2
FBgn0022029	l(2)k01209	2
FBgn0022069	Nnp-1	2
FBgn0022097	Vha36-1	2
FBgn0022153	l(2)k05819	2
FBgn0022160	Gpo1	2
FBgn0022213	Cse1	2
FBgn0022224	ubl	2
FBgn0022238	lolal	2
FBgn0022288	l(2)09851	2
FBgn0022338	dnk	2
FBgn0022343	CG3760	2
FBgn0022344	CG10340	2
FBgn0022349	CG1910	2
FBgn0022355	Tsf1	2
FBgn0022359	Sodh2	2
FBgn0022382	Pka-R2	2
FBgn0022699	D19B	2
FBgn0022702	Cht2	2
FBgn0022709	Ak1	2
FBgn0022724	Taf8	2
FBgn0022764	Sin3A	2
FBgn0022768	Pp2C1	2
FBgn0022770	PeriA	2
FBgn0022774	Oat	2
FBgn0022786	Hira	2
FBgn0022787	Hel89B	2
FBgn0022800	Cad96Ca	2
FBgn0022893	Df31	2
FBgn0022935	D19A	2
FBgn0022936	CycH	2
FBgn0022942	Cbp80	2
FBgn0022943	Cbp20	2
FBgn0022959	yps	2
FBgn0022960	vimar	2
FBgn0022981	rpk	2
FBgn0022984	qkr58E-3	2
FBgn0022985	qkr58E-2	2
FBgn0022986	qkr58E-1	2
FBgn0022987	qkr54B	2
FBgn0023000	mth	2
FBgn0023001	melt	2
FBgn0023023	CRMP	2
FBgn0023081	gek	2
FBgn0023083	fray	2
FBgn0023090	dtr	2
FBgn0023094	cyc	2
FBgn0023095	caps	2
FBgn0023097	bon	2
FBgn0023129	aay	2
FBgn0023130	a6	2
FBgn0023143	Uba1	2
FBgn0023167	SmD3	2
FBgn0023169	AMPKalpha	2
FBgn0023170	RpL39	2
FBgn0023171	rnh1	2
FBgn0023172	RhoGEF2	2
FBgn0023174	Prosbeta2	2
FBgn0023175	Prosalpha7	2
FBgn0023177	Pp4-19C	2
FBgn0023180	Orc6	2
FBgn0023181	Orc4	2
FBgn0023212	EloB	2
FBgn0023214	edl	2
FBgn0023215	Mnt	2
FBgn0023216	Parg	2
FBgn0023388	Dap160	2
FBgn0023395	Chd3	2
FBgn0023407	B4	2
FBgn0023415	Acp32CD	2
FBgn0023416	Ac3	2
FBgn0023441	fus	2
FBgn0023458	Rbcn-3A	2
FBgn0023477	Taldo	2
FBgn0023479	teq	2
FBgn0023506	Es2	2
FBgn0023507	D2hgdh	2
FBgn0023508	Ocrl	2
FBgn0023509	mip130	2
FBgn0023510	Rbcn-3B	2
FBgn0023511	Edem1	2
FBgn0023512	eIF2Bepsilon	2
FBgn0023513	CG14803	2
FBgn0023514	CG14805	2
FBgn0023515	Gcna	2
FBgn0023516	Pex5	2
FBgn0023517	Pgam5	2
FBgn0023518	trr	2
FBgn0023519	mRpL16	2
FBgn0023520	CG3857	2
FBgn0023521	CG3587	2
FBgn0023522	unmet	2
FBgn0023523	Or2a	2
FBgn0023525	CG3191	2
FBgn0023526	CG2865	2
FBgn0023527	CG3071	2
FBgn0023528	CG2924	2
FBgn0023529	Grp170	2
FBgn0023530	CG3740	2
FBgn0023531	CG32809	2
FBgn0023534	CG17778	2
FBgn0023536	CG3156	2
FBgn0023537	CG17896	2
FBgn0023540	CG3630	2
FBgn0023541	Cyp4d14	2
FBgn0023542	Nmd3	2
FBgn0023545	PIG-K	2
FBgn0024179	wit	2
FBgn0024183	vig	2
FBgn0024184	unc-4	2
FBgn0024187	syd	2
FBgn0024188	san	2
FBgn0024189	sns	2
FBgn0024191	sip1	2
FBgn0024194	rasp	2
FBgn0024196	robl	2
FBgn0024222	IKKbeta	2
FBgn0024227	aurB	2
FBgn0024230	Hs2st	2
FBgn0024234	gbb	2
FBgn0024236	foi	2
FBgn0024238	Fim	2
FBgn0024244	drm	2
FBgn0024245	dnt	2
FBgn0024248	chico	2
FBgn0024249	cato	1
FBgn0024250	brk	2
FBgn0024273	WASp	2
FBgn0024277	trio	2
FBgn0024285	Srp54	2
FBgn0024288	Sox100B	2
FBgn0024291	Sirt1	2
FBgn0024294	Spn43Aa	2
FBgn0024314	Plap	2
FBgn0024320	Npc1a	2
FBgn0024321	NK7.1	2
FBgn0024326	Mkk4	2
FBgn0024329	Mekk1	2
FBgn0024330	MED6	2
FBgn0024352	Stip1	2
FBgn0024360	MTPAP	2
FBgn0024361	Tsp2A	3
FBgn0024362	Naa30A	2
FBgn0024364	CG11417	2
FBgn0024365	CG12773	2
FBgn0024366	CG11409	2
FBgn0024371	E2f2	2
FBgn0024432	Dlc90F	2
FBgn0024491	Bin1	2
FBgn0024509	Sec13	2
FBgn0024510	dlt	2
FBgn0024542	Neos	2
FBgn0024555	flfl	2
FBgn0024556	mEFTu1	2
FBgn0024558	Dph5	2
FBgn0024689	fws	2
FBgn0024698	Cpsf160	2
FBgn0024732	Drep1	2
FBgn0024733	RpL10	2
FBgn0024734	PRL-1	2
FBgn0024754	Flo1	2
FBgn0024804	Dbp80	2
FBgn0024806	DIP2	2
FBgn0024807	DIP1	2
FBgn0024814	Clc	2
FBgn0024833	AP-1mu	2
FBgn0024836	stan	2
FBgn0024841	Pcd	2
FBgn0024846	p38b	2
FBgn0024887	kin17	2
FBgn0024889	Kap-alpha1	2
FBgn0024909	Taf7	2
FBgn0024912	agt	2
FBgn0024920	Ts	2
FBgn0024921	Tnpo	2
FBgn0024945	NitFhit	2
FBgn0024947	NTPase	2
FBgn0024956	Mat1	2
FBgn0024957	Irp-1B	2
FBgn0024958	Irp-1A	2
FBgn0024973	CG2701	2
FBgn0024975	CG2712	2
FBgn0024983	CG4293	2
FBgn0024984	CG3457	2
FBgn0024985	Rilpl	2
FBgn0024986	CG3719	2
FBgn0024987	ssx	2
FBgn0024989	CG3777	2
FBgn0024991	CG2694	2
FBgn0024992	Spg7	2
FBgn0024993	Lint-O	2
FBgn0024994	Ugalt	2
FBgn0024996	eIF2Bbeta	2
FBgn0024998	CG2685	2
FBgn0025109	Bem46	2
FBgn0025111	Ant2	2
FBgn0025185	az2	2
FBgn0025186	ari-2	2
FBgn0025335	Cpes	2
FBgn0025336	CG4882	2
FBgn0025352	Mtpbeta	2
FBgn0025360	Optix	2
FBgn0025366	Ip259	2
FBgn0025373	Fpps	2
FBgn0025381	rush	2
FBgn0025382	Rab27	2
FBgn0025387	Alms1b	2
FBgn0025388	Alms1a	2
FBgn0025393	CG14795	2
FBgn0025394	inc	2
FBgn0025454	Cyp6g1	2
FBgn0025455	CycT	2
FBgn0025456	CREG	2
FBgn0025457	Bub3	2
FBgn0025463	Bap60	2
FBgn0025469	slv	2
FBgn0025519	fidipidine	2
FBgn0025525	bab2	2
FBgn0025549	unc-119	2
FBgn0025558	CG4101	2
FBgn0025571	SF1	2
FBgn0025574	Pli	2
FBgn0025578	Lcp9	1
FBgn0025582	eIF3e	2
FBgn0025592	Gk1	2
FBgn0025608	Faf2	2
FBgn0025615	Torsin	2
FBgn0025621	CG16989	2
FBgn0025624	CG4025	2
FBgn0025625	Sik2	2
FBgn0025626	CG4281	2
FBgn0025627	CG4194	2
FBgn0025629	Mettl1	2
FBgn0025630	Rtca	2
FBgn0025631	moody	2
FBgn0025632	CG4313	2
FBgn0025633	spdi	2
FBgn0025634	CG13367	2
FBgn0025635	Hinfp	2
FBgn0025637	SkpA	2
FBgn0025638	Roc1a	2
FBgn0025639	Hmt4-20	2
FBgn0025640	CG13369	2
FBgn0025641	DAAM	2
FBgn0025642	CG32812	2
FBgn0025643	CG3588	2
FBgn0025674	CycK	2
FBgn0025676	CkIIalpha-i3	2
FBgn0025678	CaBP1	2
FBgn0025681	CG3558	2
FBgn0025682	scf	2
FBgn0025684	MFS18	2
FBgn0025692	Lfg	3
FBgn0025693	ZnT41F	2
FBgn0025700	CG5885	2
FBgn0025716	Bap55	2
FBgn0025720	Ate1	2
FBgn0025724	beta-COP	2
FBgn0025725	alphaCOP	2
FBgn0025739	pon	2
FBgn0025742	mtm	2
FBgn0025743	mbt	2
FBgn0025777	homer	2
FBgn0025781	Cdc16	2
FBgn0025790	TBPH	2
FBgn0025800	Smox	2
FBgn0025802	Sbf	2
FBgn0025807	Rad9	2
FBgn0025808	Rad17	2
FBgn0025809	Paf-AHalpha	2
FBgn0025814	Mgstl	2
FBgn0025815	Mcm6	2
FBgn0025820	JTBR	2
FBgn0025832	Fen1	2
FBgn0025836	RhoGAP1A	2
FBgn0025839	ND-B14.5A	2
FBgn0025864	Crag	2
FBgn0025865	Cortactin	2
FBgn0025866	CalpB	2
FBgn0025874	Meics	2
FBgn0025878	wrapper	2
FBgn0025879	Timp	2
FBgn0025881	snoRNA:CD7	2
FBgn0025885	Inos	2
FBgn0026015	Top3beta	2
FBgn0026056	Rlip	2
FBgn0026059	Mhcl	2
FBgn0026060	Mipp2	2
FBgn0026076	UBL3	2
FBgn0026077	Gasp	2
FBgn0026079	Nsun2	2
FBgn0026080	Tip60	2
FBgn0026083	tyf	2
FBgn0026084	cib	2
FBgn0026085	dgt4	2
FBgn0026086	Adar	2
FBgn0026088	CG14818	2
FBgn0026089	CG14817	2
FBgn0026090	Lamtor5	2
FBgn0026143	Cdc45	2
FBgn0026144	CBP	2
FBgn0026147	TTLL4A	2
FBgn0026148	CG12253	2
FBgn0026149	BCL7-like	2
FBgn0026150	ApepP	2
FBgn0026160	tna	2
FBgn0026169	snoRNA:Psi18S-1820	2
FBgn0026176	SkpB	2
FBgn0026179	Iqsec	2
FBgn0026181	Rok	2
FBgn0026189	promL	2
FBgn0026192	par-6	2
FBgn0026196	nop5	2
FBgn0026197	lncRNA:noe	2
FBgn0026206	mei-P26	2
FBgn0026207	mbo	2
FBgn0026238	gus	2
FBgn0026239	gukh	2
FBgn0026250	eIF1A	2
FBgn0026252	msk	2
FBgn0026257	cav	2
FBgn0026259	eIF5B	2
FBgn0026261	bonsai	2
FBgn0026263	bip1	2
FBgn0026309	aft	2
FBgn0026313	X11L	2
FBgn0026315	Ugt35A1	2
FBgn0026316	Ubc10	2
FBgn0026317	Tsc1	2
FBgn0026319	Traf4	2
FBgn0026320	Tom	2
FBgn0026323	Tak1	2
FBgn0026324	Taf10b	2
FBgn0026326	Mad1	2
FBgn0026361	Septin5	2
FBgn0026369	Sara	2
FBgn0026371	SAK	2
FBgn0026372	RpL23A	2
FBgn0026373	Polr2C	2
FBgn0026374	Rhp	2
FBgn0026375	RhoGAPp190	2
FBgn0026376	Rgl	2
FBgn0026378	Rep	2
FBgn0026379	Pten	2
FBgn0026380	Prosbeta3	2
FBgn0026393	Or43b	2
FBgn0026400	Noa36	2
FBgn0026401	Nipped-B	2
FBgn0026402	NiPp1	2
FBgn0026404	Dronc	2
FBgn0026409	Mpcp2	2
FBgn0026415	Idgf4	2
FBgn0026417	Hus1-like	2
FBgn0026418	Hsp110	2
FBgn0026427	Su(var)2-HP2	2
FBgn0026428	HDAC6	2
FBgn0026430	Grip84	2
FBgn0026431	Grip75	2
FBgn0026432	Grip163	2
FBgn0026433	Grip128	2
FBgn0026441	ear	2
FBgn0026479	Drp1	2
FBgn0026533	Dek	2
FBgn0026562	SPARC	2
FBgn0026566	CG1307	2
FBgn0026570	CG5704	2
FBgn0026573	ADD1	2
FBgn0026575	hang	2
FBgn0026576	Pisd	2
FBgn0026577	CG8677	2
FBgn0026582	Hmg-2	2
FBgn0026597	Axn	2
FBgn0026598	Apc2	2
FBgn0026602	Adk3	3
FBgn0026616	alpha-Man-IIb	2
FBgn0026619	Taz	2
FBgn0026620	tacc	2
FBgn0026630	nes	2
FBgn0026634	Cog2	2
FBgn0026666	MagR	2
FBgn0026679	IntS4	2
FBgn0026702	Pop1	2
FBgn0026713	Prp16	2
FBgn0026721	fat-spondin	2
FBgn0026722	drosha	2
FBgn0026737	CG6171	2
FBgn0026738	Otud6	2
FBgn0026741	mRpL18	2
FBgn0026751	XRCC1	2
FBgn0026761	Trap1	2
FBgn0026787	Nhe1	2
FBgn0026872	CG14777	2
FBgn0026873	MED18	2
FBgn0026876	CG11403	2
FBgn0026879	CG13364	2
FBgn0027052	STUB1	2
FBgn0027053	CSN5	2
FBgn0027054	CSN4	2
FBgn0027055	CSN3	2
FBgn0027057	CSN1b	2
FBgn0027066	Eb1	2
FBgn0027070	Ugt36E1	2
FBgn0027073	Ugt49B1	2
FBgn0027079	ValRS	2
FBgn0027080	TyrRS	2
FBgn0027081	ThrRS	2
FBgn0027082	ProRS-m	2
FBgn0027083	MetRS-m	2
FBgn0027084	LysRS	2
FBgn0027085	LeuRS-m	2
FBgn0027086	IleRS	2
FBgn0027087	HisRS	2
FBgn0027088	GlyRS	2
FBgn0027090	GlnRS	2
FBgn0027091	CysRS	2
FBgn0027093	ArgRS	2
FBgn0027094	AlaRS	2
FBgn0027095	Manf	2
FBgn0027106	Inx7	2
FBgn0027108	Inx2	2
FBgn0027111	miple1	2
FBgn0027259	Kmn1	2
FBgn0027279	l(1)G0196	2
FBgn0027280	orion	2
FBgn0027287	Gmap	2
FBgn0027291	Idh3a	2
FBgn0027296	temp	2
FBgn0027329	CCT6	2
FBgn0027330	l(1)G0020	2
FBgn0027334	l(1)G0004	2
FBgn0027335	Rip11	2
FBgn0027338	Kap-alpha3	2
FBgn0027339	jim	2
FBgn0027342	fz4	2
FBgn0027343	fz3	2
FBgn0027356	Amph	2
FBgn0027359	Tim8	2
FBgn0027360	Tim10	2
FBgn0027363	Stam	2
FBgn0027375	RecQ5	2
FBgn0027378	MRG15	2
FBgn0027453	Dnz1	2
FBgn0027490	D12	2
FBgn0027491	Cdk5alpha	2
FBgn0027492	wdb	2
FBgn0027493	Adss	2
FBgn0027494	RpS10a	2
FBgn0027495	Smyd4-4	2
FBgn0027496	epsilonCOP	2
FBgn0027497	Madm	2
FBgn0027498	CG2061	2
FBgn0027499	wde	2
FBgn0027500	spd-2	2
FBgn0027503	CG11970	2
FBgn0027504	bsd	2
FBgn0027505	Rab3-GAP	2
FBgn0027506	EDTP	2
FBgn0027507	CG1344	2
FBgn0027508	Tnks	2
FBgn0027509	Tbcd	2
FBgn0027512	CG10254	2
FBgn0027513	ana2	2
FBgn0027514	CG1024	2
FBgn0027515	CG7115	2
FBgn0027518	Wdr24	2
FBgn0027521	CG3679	2
FBgn0027524	Ski8	2
FBgn0027525	LTV1	2
FBgn0027526	Ublcp1	2
FBgn0027528	goe	2
FBgn0027529	tapas	2
FBgn0027532	CG7139	2
FBgn0027535	botv	2
FBgn0027537	Nup93-1	2
FBgn0027538	beta4GalNAcTA	2
FBgn0027539	lili	2
FBgn0027546	CG4766	2
FBgn0027547	CG1927	2
FBgn0027548	nito	2
FBgn0027549	Nulp1	2
FBgn0027552	Akr2E3	2
FBgn0027553	NELF-B	2
FBgn0027554	CG8042	2
FBgn0027556	CG4928	2
FBgn0027558	Pgant3	2
FBgn0027561	CG18659	2
FBgn0027564	CG3149	2
FBgn0027565	CG5498	2
FBgn0027567	Ciz1	2
FBgn0027568	Cand1	2
FBgn0027569	cert	2
FBgn0027570	Nep2	2
FBgn0027572	Acox1	2
FBgn0027574	CG5815	2
FBgn0027575	GABA-B-R2	2
FBgn0027579	mino	2
FBgn0027580	Pcb	2
FBgn0027581	Cables1	2
FBgn0027582	CG6230	2
FBgn0027583	CG7601	2
FBgn0027586	Jhbp14	2
FBgn0027587	Prp4k	2
FBgn0027588	GCS2alpha	2
FBgn0027590	GstE12	2
FBgn0027592	MED15	2
FBgn0027594	drpr	2
FBgn0027596	Kank	2
FBgn0027597	CG17712	2
FBgn0027598	cindr	2
